id,name,type,status,day,month,year,manufacturer,manufacturer_abbr,user,user_abbr,proof,year_first_produced,directproof,fulldate
1,M-55S,Tanks,destroyed,,,,Slovenia,SLVN,Ukraine,UA,https://twitter.com/UAWeapons/status/1682710915811033092,1999.0,https://twitter.com/UAWeapons/status/1682710915811033092,
2,M-55S,Tanks,damaged,,,,Slovenia,SLVN,Ukraine,UA,https://twitter.com/UAWeapons/status/1680549443043483654,1999.0,https://twitter.com/UAWeapons/status/1680549443043483654,
3,T-64A,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/dVvPF6kS,1977.0,https://i.postimg.cc/dVvPF6kS/2022-04-07-UA-T-64-BV-destroyed.jpg,"07/04/2022|Lukashivka,Chernihiv region"
4,T-64A,Tanks,captured,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/kXYMFPXM,1977.0,https://i.postimg.cc/kXYMFPXM/39.jpg,@DONBASSR|@DONBASSR|02.05.2022|013|@DONBASSR
5,T-64B,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/pX1zHz7L,1976.0,https://i.postimg.cc/pX1zHz7L/431.png,RUSSIAN TANKS|DESTROYEDHOMES (HOStOmeI'Ukraine)|30/4/2022|c|D|10:45/27:24|>|E|HD
6,T-64B,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/FK3FZ04Q,1976.0,https://i.postimg.cc/FK3FZ04Q/427.png,https://t.me/chub_detection|03/5/2022|6|https://t.me/chub_detection|https://tme/chub_deon|07/4/2022|https://t.me|chub detecton
7,T-64B,Tanks,captured,4.0,3.0,22.0,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/9fH0rFwJ,1976.0,https://i.postimg.cc/9fH0rFwJ/2000-t64b-capt-04-03-22.jpg,4/3/2022
8,T-64B,Tanks,damaged and captured,,,,Soviet Union,USSR,Ukraine,UA,https://twitter.com/UAWeapons/status/1633907229647618048,1976.0,https://twitter.com/UAWeapons/status/1633907229647618048,
9,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/vZnd6LYT,1976.0,https://i.postimg.cc/vZnd6LYT/f321.png,@andriiboiko93kh|24/02/2022|24/02/2022|AHTOHOBCKNN|MOCT.|AHTOHOBCKNN|MOCT.|25.02.22aKTyanbHa9|25.02.22aKTyanbHa9|NHOOPMAuN NO nOBOAY|NHOPMAyN noOBoaY
10,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/59wN4Ybq,1976.0,https://i.postimg.cc/59wN4Ybq/689.png,61160|25/02/2022
11,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/442p3Kn8,1976.0,https://i.postimg.cc/442p3Kn8/443.png,27/02/2022
12,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/Njvhbd38,1976.0,https://i.postimg.cc/Njvhbd38/38.png,23/3/2023
13,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/jSkfDQJC,1976.0,https://i.postimg.cc/jSkfDQJC/765.png,02/3/2022
14,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/jSkfDQJC,1976.0,https://i.postimg.cc/jSkfDQJC/765.png,02/3/2022
15,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/C1XTdKjW,1976.0,https://i.postimg.cc/C1XTdKjW/n8.png,28/02/2022
16,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/44zyTqfZ,1976.0,https://i.postimg.cc/44zyTqfZ/o9.png,04/3/2022
17,T-64BV,Tanks,destroyed,31.0,3.0,22.0,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/LXSthY18,1976.0,https://i.postimg.cc/LXSthY18/2022-t64bv-destr-31-03-22.jpg,31/3/2022
18,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://twitter.com/UAWeapons/status/1641178598454226944,1976.0,https://twitter.com/UAWeapons/status/1641178598454226944,
19,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/xCh7ZpMw,1976.0,https://i.postimg.cc/xCh7ZpMw/5590.png,06.03.2022|CPICKM AMBEPTEHT|CPICKM ANMPFENT|HAPOAHOR MNANUNN
20,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/XvZLPhKf,1976.0,https://i.postimg.cc/XvZLPhKf/24.png,06.03.2022
21,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/8zC4rW64,1976.0,https://i.postimg.cc/8zC4rW64/321.png,10/3/2022
22,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/LXjZKyB3,1976.0,https://i.postimg.cc/LXjZKyB3/gy6.png,10/3/2022|1|00:02|-00:05|00:04|-00:03|00:05|-00:02
23,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/GpXfM7DH,1976.0,https://i.postimg.cc/GpXfM7DH/12.png,12/3/2022
24,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/MpP3ydft,1976.0,https://i.postimg.cc/MpP3ydft/35.png,13/3/2022
25,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/15YP8yQG,1976.0,https://i.postimg.cc/15YP8yQG/467.png,30/3/2022
26,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/15hWDxMQ,1976.0,https://i.postimg.cc/15hWDxMQ/388.png,CMOTpeTb|MonennTbca|EHKMI|01/7/2022|DMMTPMA|出|ZMMEHKMH|SRECEHVIZ|AKTNBaUvR|Napaueo
27,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/m1wCg20r,1976.0,https://i.postimg.cc/mhxwVPj7/33f0.png,20/4/2022
28,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/YqRKxCHL,1976.0,https://i.postimg.cc/YqRKxCHL/4f8.png,姚|11/4/2022|InshOt
29,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/Dw7LbFQz,1976.0,https://i.postimg.cc/Dw7LbFQz/f7.png,12/4/2022
30,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/xTdfVcCD,1976.0,https://i.postimg.cc/xTdfVcCD/57888.png,@Ratnik2nd|14/4/2022
31,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/fLNrqgBC,1976.0,https://i.postimg.cc/fLNrqgBC/64.jpg,10.04.2022
32,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/fyK8zRsN,1976.0,https://i.postimg.cc/fyK8zRsN/4448.png,"14.04.2ZHrushuvakha,west of Iryum,KharkivRegion"
33,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/prjPXPJ9,1976.0,https://i.postimg.cc/prjPXPJ9/566.jpg,MKCKKny6|OH6acC|19.04.2022
34,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/prjPXPJ9,1976.0,https://i.postimg.cc/prjPXPJ9/566.jpg,MKCKKny6|OH6acC|19.04.2022
35,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/QNwyyn6n,1976.0,https://i.postimg.cc/QNwyyn6n/433.png,23/4/2022|@Svarschiki
36,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/2SV3vjL6,1976.0,https://i.postimg.cc/2SV3vjL6/2480.png,16.04.2022|19/03/2022 t.me/milinfolive|t.me/milinfolive|5
37,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/HxJTB3XX,1976.0,https://i.postimg.cc/HxJTB3XX/3.png,NI|25/4/2022
38,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/Z5qPwc6K,1976.0,https://i.postimg.cc/Z5qPwc6K/329.png,RVvoenkor|28/4/2022|RusVesnaSu
39,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://twitter.com/UAWeapons/status/1521098647341043715,1976.0,https://twitter.com/UAWeapons/status/1521098647341043715,
40,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postlmg.cc/cvsC9377,1976.0,https://postlmg.cc/cvsC9377,
41,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/6QWpB0Bh,1976.0,https://i.postimg.cc/6QWpB0Bh/436.jpg,11.05.2022
42,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/PJJcNT5T,1976.0,https://i.postimg.cc/PJJcNT5T/5.png,14/5/2022
43,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/tgnHYb2n,1976.0,https://i.postimg.cc/tgnHYb2n/4431.png,16.05.2022
44,T-64BV,Tanks,destroyed,,,,Soviet Union,USSR,Ukraine,UA,https://postimg.cc/kGb27KBJ,1976.0,https://i.postimg.cc/kGb27KBJ/t1.png,田|26/5/2022|Play|1:57/2:14
