id,name,type,status,day,month,year,manufacturer,manufacturer_abbr,user,user_abbr,proof,year_first_produced,directproof,fulldate
1911,T-72B3 Obr. 2022,Tanks,destroyed,30,1,25,Russia,RU,Russia,RU,https://postimg.cc/J4gqn2qP,2022,https://i.postimg.cc/J4gqn2qP/1011-T-72-B3-Obr-2022-destr-30-01-25.jpg,30/1/2025
1912,T-72B3 Obr. 2022,Tanks,destroyed,7,1,25,Russia,RU,Russia,RU,https://postimg.cc/MZ4KtbP4,2022,https://i.postimg.cc/MZ4KtbP4/1034-T-72-B3-Obr-2022-destr-07-01-25.jpg,7/1/2025
1913,T-72B3 Obr. 2022,Tanks,destroyed,18,2,25,Russia,RU,Russia,RU,https://postimg.cc/DySJDjxH,2022,https://i.postimg.cc/DySJDjxH/1021-T-72-B3-Obr-2022-destr-18-02-25.jpg,18/2/2025
1914,T-72B3 Obr. 2022,Tanks,destroyed,13,2,25,Russia,RU,Russia,RU,https://postimg.cc/wjCH6Z0T,2022,https://i.postimg.cc/wjCH6Z0T/1034-T-72-B3-Obr-2022-destr-13-02-25.jpg,13/2/2025
1915,T-72B3 Obr. 2022,Tanks,destroyed,19,3,25,Russia,RU,Russia,RU,https://postimg.cc/mgzBWB35,2022,https://i.postimg.cc/mgzBWB35/1016-T-72-B3-Obr-2022-destr-19-03-25.jpg,19/3/2025
1916,T-72B3 Obr. 2022,Tanks,destroyed,31,3,25,Russia,RU,Russia,RU,https://postimg.cc/6pZ4smLM,2022,https://i.postimg.cc/6pZ4smLM/1085-T-72-B3-Obr-2022-destr-31-03-25.jpg,31/3/2025
1917,T-72B3 Obr. 2022,Tanks,destroyed,4,4,25,Russia,RU,Russia,RU,https://postimg.cc/W4PFsw5T,2022,https://i.postimg.cc/W4PFsw5T/1098-T-72-B3-Obr-2022-destr-04-04-25.jpg,4/4/2025
1918,T-72B3 Obr. 2022,Tanks,destroyed,8,4,25,Russia,RU,Russia,RU,https://postimg.cc/26r7hTpm,2022,https://i.postimg.cc/26r7hTpm/1043-T-72-B3-Obr-2022-destr-08-04-25.jpg,8/4/2025
1919,T-72B3 Obr. 2022,Tanks,destroyed,12,4,25,Russia,RU,Russia,RU,https://postimg.cc/qMmjs1zW,2022,https://i.postimg.cc/qMmjs1zW/1005-T-72-B3-Obr-2022-destr-12-04-25.jpg,12/4/2025
1920,T-72B3 Obr. 2022,Tanks,destroyed,12,3,24,Russia,RU,Russia,RU,https://postimg.cc/KYy5QSY3,2022,https://i.postimg.cc/KYy5QSY3/1020-T-72-B3-Obr-2022-destr-12-03-24.jpg,12/3/2024
1921,T-72B3 Obr. 2022,Tanks,destroyed,13,5,25,Russia,RU,Russia,RU,https://postimg.cc/pLBFJBgq,2022,https://i.postimg.cc/pLBFJBgq/1008-T-72-B3-Obr-2022-destr-13-05-25.jpg,13/5/2025
1922,T-72B3 Obr. 2022,Tanks,destroyed,10,5,25,Russia,RU,Russia,RU,https://postimg.cc/k5Xt1bC9,2022,https://i.postimg.cc/k5Xt1bC9/1027-T-72-B3-Obr-2022-destr-10-05-25.jpg,10/5/2025
1923,T-72B3 Obr. 2022,Tanks,destroyed,16,5,25,Russia,RU,Russia,RU,https://postimg.cc/XYW55PDr,2022,https://i.postimg.cc/XYW55PDr/1041-T-72-B3-Obr-2022-destr-16-05-25.jpg,16/5/2025
1924,T-72B3 Obr. 2022,Tanks,destroyed,19,5,25,Russia,RU,Russia,RU,https://postimg.cc/BnkxGVg0,2022,https://i.postimg.cc/BnkxGVg0/1001-T-72-B3-Obr-2022-destr-19-05-25.jpg,19/5/2025
1925,T-72B3 Obr. 2022,Tanks,destroyed,19,6,24,Russia,RU,Russia,RU,https://postimg.cc/yN07bNG3,2022,https://i.postimg.cc/yN07bNG3/1000-T-72-B3-Obr-2022-destr-19-06-24.jpg,19/6/2024
1926,T-72B3 Obr. 2022,Tanks,destroyed,21,4,25,Russia,RU,Russia,RU,https://postimg.cc/SsCKKc7P,2022,https://i.postimg.cc/SsCKKc7P/1012-T-72-B3-Obr-2022-destr-21-04-25.jpg,21/4/2025
1927,T-72B3 Obr. 2022,Tanks,destroyed,13,6,25,Russia,RU,Russia,RU,https://postimg.cc/1zLtPv66,2022,https://i.postimg.cc/1zLtPv66/1015-T-72-B3-Obr-2022-destr-13-06-25.jpg,13/6/2025
1928,T-72B3 Obr. 2022,Tanks,damaged,10,11,23,Russia,RU,Russia,RU,https://postimg.cc/SKPp5Hz5,2022,https://i.postimg.cc/SKPp5Hz5/1018-T-72-B3-Obr-2022-destr-10-11-23.jpg,10/11/2023
1929,T-72B3 Obr. 2022,Tanks,damaged,5,4,24,Russia,RU,Russia,RU,https://postimg.cc/59kFRHvf,2022,https://i.postimg.cc/59kFRHvf/1060-t72b3obr2022-dam-05-04-24.jpg,5/4/2024
1930,T-72B3 Obr. 2022,Tanks,damaged,3,6,24,Russia,RU,Russia,RU,https://postimg.cc/6ps7W6LM,2022,https://i.postimg.cc/6ps7W6LM/1002-T-72-B3-Obr-2016-dam-03-06-24.jpg,3/6/2024
1931,T-72B3 Obr. 2022,Tanks,damaged and abandoned,8,2,24,Russia,RU,Russia,RU,https://postimg.cc/qBYvGXQH,2022,https://i.postimg.cc/qBYvGXQH/1015-T-72-B3-Obr2022-dam-aband-08-02-24.jpg,8/2/2024
1932,T-72B3 Obr. 2022,Tanks,damaged and abandoned,1,11,23,Russia,RU,Russia,RU,https://postimg.cc/zGHQdsdB,2022,https://i.postimg.cc/zGHQdsdB/1003-T-72-B3-obr-2022-dam-aband-01-11-23.jpg,1/11/2023
1933,T-72B3 Obr. 2022,Tanks,abandoned,3,12,23,Russia,RU,Russia,RU,https://postimg.cc/15wDNrFw,2022,https://i.postimg.cc/15wDNrFw/1026-T-72-B3-Obr-2022-aband-03-12-23.jpg,3/12/2023
1934,T-72B3 Obr. 2022,Tanks,damaged and abandoned,28,12,23,Russia,RU,Russia,RU,https://postimg.cc/XJ5qz8ZZ,2022,https://i.postimg.cc/XJ5qz8ZZ/1038-t72b3-2022-dam-aband-28-12-23.jpg,28/12/2023
1935,T-72B3 Obr. 2022,Tanks,damaged and abandoned,9,2,24,Russia,RU,Russia,RU,https://postimg.cc/jjsxj8qP,2022,https://i.postimg.cc/jjsxj8qP/1004-T-72-B3-Obr2022-dam-aband-09-02-24.jpg,9/2/2024
1936,T-72B3 Obr. 2022,Tanks,damaged and abandoned,13,4,24,Russia,RU,Russia,RU,https://postimg.cc/T1gvLpcf,2022,https://i.postimg.cc/T1gvLpcf/1060-T72-B3-Obr2022-dam-aband-13-04-24.jpg,13/4/2024
1937,T-72B3 Obr. 2022,Tanks,damaged and abandoned,30,6,24,Russia,RU,Russia,RU,https://postimg.cc/C1XGsbvH,2022,https://i.postimg.cc/C1XGsbvH/1027-T-72-B3-Obr-2022-dam-aband-30-06-24.jpg,30/6/2024
1938,T-72B3 Obr. 2022,Tanks,damaged and abandoned,13,11,24,Russia,RU,Russia,RU,https://postimg.cc/2j1B4x7v,2022,https://i.postimg.cc/2j1B4x7v/1032-T-72-B3-Obr-2022-dam-aband-13-11-24.jpg,13/11/2024
1939,T-72B3 Obr. 2022,Tanks,damaged and abandoned,4,11,24,Russia,RU,Russia,RU,https://postimg.cc/tCH2JBfZ,2022,https://i.postimg.cc/tCH2JBfZ/1018-T-72-B3-Obr-2022-dam-aband-04-11-24.jpg,4/11/2024
1940,T-72B3 Obr. 2022,Tanks,captured,10,8,24,Russia,RU,Russia,RU,https://postimg.cc/TPvBX3LD,2022,https://i.postimg.cc/TPvBX3LD/1020-T-72-B3-Obr-2022-capt-10-08-24.jpg,10/8/2024
1941,T-72B3 Obr. 2022,Tanks,captured,5,9,24,Russia,RU,Russia,RU,https://postimg.cc/1t65bLGd,2022,https://i.postimg.cc/1t65bLGd/1048-T-72-B3-Obr-2022-capt-05-09-24.jpg,5/9/2024
1942,T-72B3 Obr. 2022,Tanks,captured,12,9,24,Russia,RU,Russia,RU,https://postimg.cc/ydMwbdp1,2022,https://i.postimg.cc/ydMwbdp1/1017-T-72-B3-Obr-2022-capt-12-09-24.jpg,12/9/2024
1943,T-72B3 Obr. 2022,Tanks,captured,2,11,24,Russia,RU,Russia,RU,https://postimg.cc/8C6rkRVF,2022,https://i.postimg.cc/8C6rkRVF/1002-T-72-B3-Obr-2022-capt-02-11-24.jpg,2/11/2024
1944,T-72B3 Obr. 2022,Tanks,captured,29,7,25,Russia,RU,Russia,RU,https://postimg.cc/nVPJDcLr,2022,https://i.postimg.cc/nVPJDcLr/1003-T-72-B3-Obr-2022-capt-29-07-25.jpg,29/7/2025
1945,T-72B3 Obr. 2025,Tanks,destroyed,14,4,25,Russia,RU,Russia,RU,https://postimg.cc/qMgYV4Tj,,https://i.postimg.cc/qMgYV4Tj/1105-T-72-B3-Obr-2025-destr-14-04-25.jpg,14/4/2025
1946,T-72B3 Obr. 2025,Tanks,damaged and abandoned,4,7,25,Russia,RU,Russia,RU,https://postimg.cc/8krFw4sd,,https://i.postimg.cc/8krFw4sd/1009-T-72-B3-Obr-2025-dam-aband-04-07-25.jpg,4/7/2025
1947,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1566072209642340352,1973,https://twitter.com/UAWeapons/status/1566072209642340352,
1948,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1566072209642340352,1973,https://twitter.com/UAWeapons/status/1566072209642340352,
1949,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/v45ChHWR,1973,https://i.postimg.cc/2Stmz1y5/338.png,18|04/9/2022
1950,Unknown T-72,Tanks,destroyed,27,12,23,Russia,RU,Russia,RU,https://postimg.cc/8zy7JsQC,1973,https://i.postimg.cc/8zy7JsQC/1023-unkn-t72-destr-27-12-23.jpg,27/12/2023
1951,Unknown T-72,Tanks,destroyed,6,4,24,Russia,RU,Russia,RU,https://postimg.cc/HLzGd47k,1973,https://i.postimg.cc/HLzGd47k/1054-unkn-t72-destr-06-04-24.jpg,6/4/2024
1952,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/KYqn0jDX,1973,https://i.postimg.cc/KYqn0jDX/3d11.png,03/4/2022|PAKETMYBIMKHN《EOAOB|BInCTAHb=|OMOC|SHBNEHHA
1953,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1510257894603776012,1973,https://twitter.com/UAWeapons/status/1510257894603776012,
1954,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1510257894603776012,1973,https://twitter.com/UAWeapons/status/1510257894603776012,
1955,Unknown T-72,Tanks,destroyed,9,1,24,Russia,RU,Russia,RU,https://postimg.cc/rmLxNZTB,1973,https://i.postimg.cc/rmLxNZTB/4002-unkn-t72-destr-09-01-24.jpg,9/1/2024
1956,Unknown T-72,Tanks,destroyed,23,10,23,Russia,RU,Russia,RU,https://postimg.cc/wTzY9QVX,1973,https://i.postimg.cc/wTzY9QVX/1009-unkn-t72-destr-23-10-23.jpg,23/10/2023
1957,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/cHrPdk0c,1973,https://i.postimg.cc/cHrPdk0c/78.jpg,7/4/2022
1958,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1517505799416913921,1973,https://twitter.com/UAWeapons/status/1517505799416913921,
1959,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1520836638435422209,1973,https://twitter.com/UAWeapons/status/1520836638435422209,
1960,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1607377878508765185,1973,https://twitter.com/UAWeapons/status/1607377878508765185,
1961,Unknown T-72,Tanks,destroyed,20,10,23,Russia,RU,Russia,RU,https://postimg.cc/0QXvsBkv,1973,https://i.postimg.cc/0QXvsBkv/1014-2x-unknown-t72-destr-20-10-23.jpg,20/10/2023
1962,Unknown T-72,Tanks,destroyed,20,10,23,Russia,RU,Russia,RU,https://postimg.cc/0QXvsBkv,1973,https://i.postimg.cc/0QXvsBkv/1014-2x-unknown-t72-destr-20-10-23.jpg,20/10/2023
1963,Unknown T-72,Tanks,destroyed,19,10,23,Russia,RU,Russia,RU,https://postimg.cc/QCgmSv5g,1973,https://i.postimg.cc/QCgmSv5g/1016-64-BV-and-72-destr-19-10-23.jpg,19/10/2023
1964,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/GtfzMV1j,1973,https://i.postimg.cc/GtfzMV1j/3776.jpg,AMATb|3anonHeHa|12.05.2022
1965,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1525961832313278465,1973,https://twitter.com/UAWeapons/status/1525961832313278465,
1966,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1528326529700200448,1973,https://twitter.com/UAWeapons/status/1528326529700200448,
1967,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/K8h232cj,1973,https://i.postimg.cc/K8h232cj/6h.png,24/5/2022
1968,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/7L5ffZ52,1973,https://i.postimg.cc/7L5ffZ52/1500-unkn-tank-2x.png,"13.05.22Bilohorivka,LuhanskRegion.|BCbOTOUHO|TaHki|baatc|AHY,IBAH?|rpaei|IH|T-72B1989|T-72B|T-72B3|Not atank."
1969,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/7L5ffZ52,1973,https://i.postimg.cc/7L5ffZ52/1500-unkn-tank-2x.png,"13.05.22Bilohorivka,LuhanskRegion.|BCbOTOUHO|TaHki|baatc|AHY,IBAH?|rpaei|IH|T-72B1989|T-72B|T-72B3|Not atank."
1970,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1530575302895841280,1973,https://twitter.com/UAWeapons/status/1530575302895841280,
1971,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/cLg02zbz,1973,https://i.postimg.cc/cLg02zbz/7663.jpg,01.06.2022|园|EMII-1|T-72
1972,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/cLg02zbz,1973,https://i.postimg.cc/cLg02zbz/7663.jpg,01.06.2022|园|EMII-1|T-72
1973,Unknown T-72,Tanks,destroyed,13,3,23,Russia,RU,Russia,RU,https://postimg.cc/W47YvJ2Q,1973,https://i.postimg.cc/W47YvJ2Q/1035-t80bv-destr-13-03-23.png,13/3/2023
1974,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1538542381355737091,1973,https://twitter.com/UAWeapons/status/1538542381355737091,
1975,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1539601762272804866,1973,https://twitter.com/UAWeapons/status/1539601762272804866,
1976,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1541137859385622532,1973,https://twitter.com/UAWeapons/status/1541137859385622532,
1977,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/RALee85/status/1540218005816238081,1973,https://twitter.com/RALee85/status/1540218005816238081,
1978,Unknown T-72,Tanks,destroyed,5,9,24,Russia,RU,Russia,RU,https://postimg.cc/5ydj0x91,1973,https://i.postimg.cc/5ydj0x91/1020-unkn-t72-destr-05-09-24.jpg,5/9/2024
1979,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/0jZSwLfn,1973,https://i.postimg.cc/0jZSwLfn/554.jpg,"Aprox 14-17 March, north west of Kamyanka, near lzyum, Kharkiv Region. @Danspiun.|-|國|Play"
1980,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/0jZSwLfn,1973,https://i.postimg.cc/0jZSwLfn/554.jpg,"Aprox 14-17 March, north west of Kamyanka, near lzyum, Kharkiv Region. @Danspiun.|-|國|Play"
1981,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/0jZSwLfn,1973,https://i.postimg.cc/0jZSwLfn/554.jpg,"Aprox 14-17 March, north west of Kamyanka, near lzyum, Kharkiv Region. @Danspiun.|-|國|Play"
1982,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1583087366918770688,1973,https://twitter.com/UAWeapons/status/1583087366918770688,
1983,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/RALee85/status/1552961963487010816,1973,https://twitter.com/RALee85/status/1552961963487010816,
1984,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1548420470030028805,1973,https://twitter.com/UAWeapons/status/1548420470030028805,
1985,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/FKvWWmW3,1973,https://i.postimg.cc/FKvWWmW3/1015-unkn-t72-destr.jpg,09.11.2022|BEPHNCb|HNCb
1986,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/RALee85/status/1551145700712382465,1973,https://twitter.com/RALee85/status/1551145700712382465,
1987,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1551989446349815808,1973,https://twitter.com/UAWeapons/status/1551989446349815808,
1988,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1551989446349815808,1973,https://twitter.com/UAWeapons/status/1551989446349815808,
1989,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1551989446349815808,1973,https://twitter.com/UAWeapons/status/1551989446349815808,
1990,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1557111929927237632,1973,https://twitter.com/UAWeapons/status/1557111929927237632,
1991,Unknown T-72,Tanks,destroyed,12,10,23,Russia,RU,Russia,RU,https://postimg.cc/FsFwT9Sb,1973,https://i.postimg.cc/FsFwT9Sb/1031-unkn-T-72-destr-12-10-23.jpg,12/10/2023
1992,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1545075270826299394,1973,https://twitter.com/UAWeapons/status/1545075270826299394,
1993,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/vHgrmVJg,1973,https://i.postimg.cc/vHgrmVJg/4g.png,10/3/2022|TikTok|@|graf__|095_95
1994,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/GirkinGirkin/status/1744352389031665976,1973,https://twitter.com/GirkinGirkin/status/1744352389031665976,
1995,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1505493660770648065,1973,https://twitter.com/UAWeapons/status/1505493660770648065,
1996,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/KjX698xd,1973,https://i.postimg.cc/KjX698xd/1000-t72b3-2016-x3.jpg,16.08.2022
1997,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/NOELreports/status/1734283077004743148,1973,https://twitter.com/NOELreports/status/1734283077004743148,
1998,Unknown T-72,Tanks,destroyed,19,10,23,Russia,RU,Russia,RU,https://postimg.cc/MHcSKmHQ,1973,https://i.postimg.cc/MHcSKmHQ/1021-unkn-t72-destr-19-10-23.jpg,19/10/2023
1999,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/8c5dSCVZ,1973,https://i.postimg.cc/8c5dSCVZ/4f7.png,26/3/2022
2000,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/htv2yhvL,1973,https://i.postimg.cc/htv2yhvL/ut4.png,31/3/2022
2001,Unknown T-72,Tanks,destroyed,22,10,23,Russia,RU,Russia,RU,https://postimg.cc/sD2S6GwG,1973,https://i.postimg.cc/sD2S6GwG/1032-unkn-t72-destr-22-10-23.jpg,22/10/2023
2002,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/cH5qSJ5N,1973,https://i.postimg.cc/cH5qSJ5N/77o.jpg,VIDER|MOJHNA|21.04.2022
2003,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/ZnpTjkby,1973,https://i.postimg.cc/ZnpTjkby/2212.jpg,T-72|AO|nICna|26.04.2022|IHOO
2004,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1529197849271058432,1973,https://twitter.com/UAWeapons/status/1529197849271058432,
2005,Unknown T-72,Tanks,destroyed,28,1,23,Russia,RU,Russia,RU,https://postimg.cc/TY72j52F,1973,https://i.postimg.cc/TY72j52F/1040-unkn-t72-destr-28-01-23.jpg,28/1/2023
2006,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/fRfBsKwq,1973,https://i.postimg.cc/fRfBsKwq/kd0uOIzH.jpg,Po3rpoM HacTyny P HaCiBepcbkoMy oHui.ykpaiHCbKnǔ HacTyn Ha XapkiBwHi?|yycoBHABO15..|HAYKNBO|SyTYCOB|nnIoo|45:27/1:02:36|Cc|*非
2007,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/fRfBsKwq,1973,https://i.postimg.cc/fRfBsKwq/kd0uOIzH.jpg,Po3rpoM HacTyny P HaCiBepcbkoMy oHui.ykpaiHCbKnǔ HacTyn Ha XapkiBwHi?|yycoBHABO15..|HAYKNBO|SyTYCOB|nnIoo|45:27/1:02:36|Cc|*非
2008,Unknown T-72,Tanks,destroyed,2,11,23,Russia,RU,Russia,RU,https://postimg.cc/qMZc3k22,1973,https://i.postimg.cc/qMZc3k22/1008-unkn-t72-destr-02-11-23.jpg,2/11/2023
2009,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/j5mG7ZCN,1973,https://i.postimg.cc/j5mG7ZCN/2022-04-29-unk-t-72.jpg,"54306877366|29/04/2022|Nova Dmytrivka,Kharkiv Oblast|ctuaune.Windows"
2010,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/Kj10xyLz,1973,https://i.postimg.cc/Kj10xyLz/2022-08-10-unk-t-72.jpg,"中|华|20/08/2022|Yehorivka, Donetsk Oblast"
2011,Unknown T-72,Tanks,destroyed,14,7,24,Russia,RU,Russia,RU,https://postimg.cc/vBGLvPJj,1973,https://i.postimg.cc/vBGLvPJj/1058-unkn-t72-destr-14-07-24.jpg,14/7/2024
2012,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/Blue_Sauron/status/1584788206574182400,1973,https://twitter.com/Blue_Sauron/status/1584788206574182400,
2013,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/YCXt6N93,1973,https://i.postimg.cc/YCXt6N93/588.png,2/9/2023
2014,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/YCXt6N93,1973,https://i.postimg.cc/YCXt6N93/588.png,2/9/2023
2015,Unknown T-72,Tanks,destroyed,24,12,22,Russia,RU,Russia,RU,https://postimg.cc/28k85xHf,1973,https://i.postimg.cc/28k85xHf/1007-unkn-t72-destr-24-12-22.jpg,24/12/2022
2016,Unknown T-72,Tanks,destroyed,10,12,23,Russia,RU,Russia,RU,https://postimg.cc/pX79sGm3,1973,https://i.postimg.cc/pX79sGm3/1067-unkn-t72-destr-10-12-23.jpg,10/12/2023
2017,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/sfpJXrBD,1973,https://i.postimg.cc/sfpJXrBD/2022-06-02-Unknown-T-72-destroyed-Bohdanivka.jpg,"02/06/2022|Bohdanivka,E|Brovary RaionKyiv Oblast"
2018,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1600978956554944512,1973,https://twitter.com/UAWeapons/status/1600978956554944512,
2019,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/pV6B64PB,1973,https://i.postimg.cc/pV6B64PB/image.jpg,"10-12 May 2022, Bilohorivka.A stranded Russian T-72 after an attempted retreat|over a collapsed TMM-3 mechanised bridge laid over the destroyed north end ofthe|3rd pontoon bridge.A BREM-1 lays smoke to cover the crossing. @Danspiun.|國|一|医"
2020,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/PJMvxDts,1973,https://i.postimg.cc/PJMvxDts/f4.png,19/12/2022
2021,Unknown T-72,Tanks,destroyed,16,1,23,Russia,RU,Russia,RU,https://postimg.cc/8kt8RrM3,1973,https://i.postimg.cc/8kt8RrM3/1023-unkn-t72-destr-16-01-23.jpg,16/1/2023
2022,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1635642311810994179,1973,https://twitter.com/UAWeapons/status/1635642311810994179,
2023,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1636099163367587843,1973,https://twitter.com/UAWeapons/status/1636099163367587843,
2024,Unknown T-72,Tanks,destroyed,14,3,23,Russia,RU,Russia,RU,https://postimg.cc/h4Zwvx9n,1973,https://i.postimg.cc/h4Zwvx9n/1018-unkn-t72-destr-14-03-23.jpg,14/3/2023
2025,Unknown T-72,Tanks,destroyed,16,3,23,Russia,RU,Russia,RU,https://postimg.cc/zfQGP0Hs,1973,https://i.postimg.cc/zfQGP0Hs/1035-unkn-t72-destr-16-03-23.jpg,16/3/2023
2026,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/yxfKdJsD,1973,https://i.postimg.cc/yxfKdJsD/3222.png,31/3/2023|t.me/mysiagin|t.me/mysiagin
2027,Unknown T-72,Tanks,destroyed,3,4,24,Russia,RU,Russia,RU,https://postimg.cc/C1k6Qyrg,1973,https://i.postimg.cc/C1k6Qyrg/1022-unkn-t72-destr-03-04-24.jpg,3/4/2024
2028,Unknown T-72,Tanks,destroyed,16,1,24,Russia,RU,Russia,RU,https://postimg.cc/FsLcJHFz,1973,https://i.postimg.cc/FsLcJHFz/1034-unkn-t72-destr-16-01-24.jpg,16/1/2024
2029,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postimg.cc/027phwn4,1973,https://i.postimg.cc/027phwn4/7796.png,05.03.2023|14/09/2022|Kharkiv Oblast
2030,Unknown T-72,Tanks,destroyed,10,5,24,Russia,RU,Russia,RU,https://postimg.cc/dtmZcXYw,1973,https://i.postimg.cc/dtmZcXYw/1033-unkn-t72-destr-10-05-24.jpg,10/5/2024
2031,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://postlmg.cc/ygYDsvfv,1973,https://i.postimg.cc/Y9QYNPQK/1004-unkn-tank.jpg,31.08.2022
2032,Unknown T-72,Tanks,destroyed,,,,Russia,RU,Russia,RU,https://twitter.com/UAWeapons/status/1652390786841935872,1973,https://twitter.com/UAWeapons/status/1652390786841935872,
